ProblemName,Seed,Permutation,T_default,T_mir-conflicts,maxT_default,maxT_mir-conflicts,N_default,N_mir-conflicts,PDI_default,PDI_mir-conflicts,St_default,St_mir-conflicts,TQ+1_default,TQ+1_mir-conflicts,maxTQ+1_default,maxTQ+1_mir-conflicts,NQ+100_default,NQ+100_mir-conflicts,PDIQ_default,PDIQ_mir-conflicts
30n20b8,0,0,286.68,356.76,286.68,356.76,2053,2635,,,ok,ok,1.0,1.2436040044493881,1.0,1.2436040044493881,1.0,1.2703204830469113,0,0
30n20b8,1,0,152.49,299.44,152.49,299.44,2179,2920,,,ok,ok,1.0,1.9573913610007165,1.0,1.9573913610007165,1.0,1.3251426064063185,0,0
30n20b8,2,0,226.8,107.33,226.8,107.33,2170,1476,,,ok,ok,1.0,0.47554872695346795,1.0,0.47554872695346795,1.0,0.694273127753304,0,0
30n20b8,3,0,195.26,392.62,195.26,392.62,2654,1675,,,ok,ok,1.0,2.00560480994599,1.0,2.00560480994599,1.0,0.6445170660856936,0,0
30n20b8,4,0,338.04,219.62,338.04,219.62,4350,2675,,,ok,ok,1.0,0.6507196790939122,1.0,0.6507196790939122,1.0,0.6235955056179775,0,0
CMS750_4,0,0,1893.75,1859.73,1893.75,1859.73,21413,20791,,,ok,ok,1.0,0.9820451246866342,1.0,0.9820451246866342,1.0,0.9710872495700275,0,0
CMS750_4,1,0,1323.7,1118.1,1323.7,1118.1,11275,15761,,,ok,ok,1.0,0.8447950479353815,1.0,0.8447950479353815,1.0,1.3943736263736264,0,0
CMS750_4,2,0,341.44,336.85,341.44,336.85,4055,3865,,,ok,ok,1.0,0.986596192033641,1.0,0.986596192033641,1.0,0.9542719614921781,0,0
CMS750_4,3,0,983.47,3131.01,983.47,3131.01,5630,20053,,,ok,ok,1.0,3.181417412414802,1.0,3.181417412414802,1.0,3.5171029668411866,0,0
CMS750_4,4,0,7200.0,2972.46,7200.0,2972.46,10485,9107,,,timelimit,ok,1.0,0.4129232051104013,1.0,0.4129232051104013,1.0,0.8698157770429854,0,0
air05,0,0,40.65,48.21,40.65,48.21,265,385,,,ok,ok,1.0,1.1815126050420168,1.0,1.1815126050420168,1.0,1.3287671232876712,0,0
air05,1,0,37.98,41.43,37.98,41.43,264,280,,,ok,ok,1.0,1.0885069266290406,1.0,1.0885069266290406,1.0,1.043956043956044,0,0
air05,2,0,38.85,44.24,38.85,44.24,220,307,,,ok,ok,1.0,1.1352572145545796,1.0,1.1352572145545796,1.0,1.271875,0,0
air05,3,0,50.31,40.03,50.31,40.03,543,269,,,ok,ok,1.0,0.799649191190801,1.0,0.799649191190801,1.0,0.5738724727838258,0,0
air05,4,0,37.7,45.57,37.7,45.57,162,380,,,ok,ok,1.0,1.203359173126615,1.0,1.203359173126615,1.0,1.83206106870229,0,0
app1-2,0,0,196.87,198.11,196.87,198.11,792,827,,,ok,ok,1.0,1.0062667407894073,1.0,1.0062667407894073,1.0,1.039237668161435,0,0
app1-2,1,0,344.57,333.24,344.57,333.24,3105,2948,,,ok,ok,1.0,0.967213589142576,1.0,0.967213589142576,1.0,0.9510140405616224,0,0
app1-2,2,0,303.26,298.19,303.26,298.19,1344,1261,,,ok,ok,1.0,0.983336619996056,1.0,0.983336619996056,1.0,0.9425207756232687,0,0
app1-2,3,0,548.4,473.85,548.4,473.85,10775,8281,,,ok,ok,1.0,0.8643065161994904,1.0,0.8643065161994904,1.0,0.7706666666666667,0,0
app1-2,4,0,269.69,276.77,269.69,276.77,1809,1793,,,ok,ok,1.0,1.0261553806937824,1.0,1.0261553806937824,1.0,0.9916186485070718,0,0
atlanta-ip,0,0,6287.46,7200.0,6287.46,7200.0,13744,32829,,,ok,timelimit,1.0,1.1451134299971695,1.0,1.1451134299971695,1.0,2.3785755561976307,0,0
atlanta-ip,3,0,7200.0,7088.25,7200.0,7088.25,20599,22435,,,timelimit,ok,1.0,0.9844813220386057,1.0,0.9844813220386057,1.0,1.0886999371950337,0,0
beasleyC3,0,0,22.39,22.4,22.39,22.4,1,1,,,ok,ok,1.0,1.0004275331338177,1.0,1.0004275331338177,1.0,1.0,0,0
beasleyC3,1,0,17.26,19.88,17.26,19.88,2,2,,,ok,ok,1.0,1.143483023001095,1.0,1.143483023001095,1.0,1.0,0,0
beasleyC3,2,0,17.83,20.72,17.83,20.72,1,1,,,ok,ok,1.0,1.1534784917684546,1.0,1.1534784917684546,1.0,1.0,0,0
beasleyC3,3,0,23.35,19.87,23.35,19.87,1,1,,,ok,ok,1.0,0.8570841889117043,1.0,0.8570841889117043,1.0,1.0,0,0
beasleyC3,4,0,22.89,19.85,22.89,19.85,1,1,,,ok,ok,1.0,0.8727501046462955,1.0,0.8727501046462955,1.0,1.0,0,0
binkar10_1,0,0,35.36,48.75,35.36,48.75,1829,2826,,,ok,ok,1.0,1.3682618261826183,1.0,1.3682618261826183,1.0,1.5168481078278901,0,0
binkar10_1,1,0,40.58,35.2,40.58,35.2,1867,1859,,,ok,ok,1.0,0.8706108706108707,1.0,0.8706108706108707,1.0,0.9959328927300457,0,0
binkar10_1,2,0,51.73,43.14,51.73,43.14,2392,1998,,,ok,ok,1.0,0.8370946330362223,1.0,0.8370946330362223,1.0,0.8418940609951846,0,0
binkar10_1,3,0,45.34,50.97,45.34,50.97,2561,2947,,,ok,ok,1.0,1.1214933103150624,1.0,1.1214933103150624,1.0,1.1450582487786547,0,0
binkar10_1,4,0,33.91,49.44,33.91,49.44,1929,2070,,,ok,ok,1.0,1.4448582068175309,1.0,1.4448582068175309,1.0,1.0694923607688516,0,0
bnatt400,0,0,291.06,362.19,291.06,362.19,6537,9811,,,ok,ok,1.0,1.2435458467438198,1.0,1.2435458467438198,1.0,1.4932951634774747,0,0
bnatt400,1,0,225.86,308.04,225.86,308.04,6859,7341,,,ok,ok,1.0,1.3622498457198273,1.0,1.3622498457198273,1.0,1.0692628251185514,0,0
bnatt400,2,0,270.64,244.72,270.64,244.72,7484,6247,,,ok,ok,1.0,0.9045795906346635,1.0,0.9045795906346635,1.0,0.8368934599156118,0,0
bnatt400,3,0,231.6,375.18,231.6,375.18,7196,8814,,,ok,ok,1.0,1.6172828890799658,1.0,1.6172828890799658,1.0,1.221765350877193,0,0
bnatt400,4,0,229.99,261.62,229.99,261.62,5819,5866,,,ok,ok,1.0,1.1369323347331053,1.0,1.1369323347331053,1.0,1.007940530495016,0,0
bnatt500,0,0,803.16,1238.38,803.16,1238.38,20807,31254,,,ok,ok,1.0,1.5412107043374454,1.0,1.5412107043374454,1.0,1.4996890993447172,0,0
bnatt500,1,0,846.77,1487.95,846.77,1487.95,25152,33779,,,ok,ok,1.0,1.7563136227986365,1.0,1.7563136227986365,1.0,1.3416363060351655,0,0
bnatt500,2,0,1088.73,1140.5,1088.73,1140.5,31104,28880,,,ok,ok,1.0,1.0475071806777825,1.0,1.0475071806777825,1.0,0.9287270862709909,0,0
bnatt500,3,0,848.1,1337.31,848.1,1337.31,24467,35669,,,ok,ok,1.0,1.5761512189376987,1.0,1.5761512189376987,1.0,1.4559775308340457,0,0
